"","condition","mean_fix_duration","se_fix_duration","mean_fix_count","se_fix_count","mean_sacc_amplitude","se_sacc_amplitude","mean_sacc_count","se_sacc_count","n"
"1","normal",590.424107142857,18.8096715970203,9.5,0.227930936412634,5.95767857142857,0.187301012467678,8.60714285714286,0.224866335418765,14
"2","reversed",542.968928571429,12.8483076638495,9.71428571428571,0.205026267468578,4.45339285714286,0.0834337061147723,8.78571428571429,0.207050133526224,14
