"","condition","mean_fix_duration","se_fix_duration","mean_fix_count","se_fix_count","mean_sacc_amplitude","se_sacc_amplitude","mean_sacc_count","se_sacc_count","n"
"1","normal",572.916607142857,11.23018206531,7.89285714285714,0.125238055444459,7.45357142857143,0.150229901562955,7.03571428571429,0.124085576602197,14
"2","reversed",589.49880952381,8.63271273319144,7.61309523809524,0.109522991886011,7.91154761904762,0.121770591499856,6.67261904761905,0.106388888807563,14
