"","rowname","estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"1","fix_duration",47.4551785714286,0.831133777638453,0.42090176660203,13,-75.8952171541029,170.80557429696,"Paired t-test","two.sided"
"2","fix_count",-0.214285714285714,-0.313592071634965,0.758805837107166,13,-1.69052246433173,1.2619510357603,"Paired t-test","two.sided"
"3","sacc_amp",1.50428571428571,2.32603700725613,0.0368334134536586,13,0.107140399155417,2.90143102941601,"Paired t-test","two.sided"
"4","sacc_count",-0.178571428571429,-0.25782893924946,0.80057537815308,13,-1.67483526283497,1.31769240569211,"Paired t-test","two.sided"
