"","rowname","estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"1","fix_duration",-16.5822023809524,-0.44481852146832,0.663766869365922,13,-97.1176759504441,63.9532711885393,"Paired t-test","two.sided"
"2","fix_count",0.279761904761905,0.59137583518597,0.564410773362663,13,-0.742242739932253,1.30176654945606,"Paired t-test","two.sided"
"3","sacc_amp",-0.457976190476191,-0.753844110930854,0.464378672708543,13,-1.77044569572878,0.854493314776397,"Paired t-test","two.sided"
"4","sacc_count",0.363095238095238,0.805355094110821,0.435098362710717,13,-0.610909368603018,1.33709984479349,"Paired t-test","two.sided"
