"","subject","IP_LABEL","IA_LABEL","trial","condition","object","session","IA_DWELL_TIME","TRIAL_DWELL_TIME","IP_DURATION","Breed","sex","neutered","age"
"123","subj.05","video_IP","cube_low",3,"normal","cube",2,3235,4599,5020,"Labrador Retriever","f","yes",26
"124","subj.05","video_IP","head_IA",3,"normal","cube",2,73,4599,5020,"Labrador Retriever","f","yes",26
"125","subj.05","video_IP","cube_human",4,"normal","cube",2,0,4640,5018,"Labrador Retriever","f","yes",26
"126","subj.05","video_IP","cube_up",4,"normal","cube",2,182,4640,5018,"Labrador Retriever","f","yes",26
"127","subj.05","video_IP","cube_low",4,"normal","cube",2,3209,4640,5018,"Labrador Retriever","f","yes",26
"128","subj.05","video_IP","head_IA",4,"normal","cube",2,0,4640,5018,"Labrador Retriever","f","yes",26
"129","subj.06","video_IP","cube_human",1,"normal","cube",1,794,4601,5022,"Mix","m","no",20
"130","subj.06","video_IP","cube_up",1,"normal","cube",1,0,4601,5022,"Mix","m","no",20
"131","subj.06","video_IP","cube_low",1,"normal","cube",1,2287,4601,5022,"Mix","m","no",20
"132","subj.06","video_IP","head_IA",1,"normal","cube",1,584,4601,5022,"Mix","m","no",20
"133","subj.06","video_IP","cube_human",2,"normal","cube",1,1041,4462,5019,"Mix","m","no",20
"134","subj.06","video_IP","cube_up",2,"normal","cube",1,613,4462,5019,"Mix","m","no",20
"135","subj.06","video_IP","cube_low",2,"normal","cube",1,0,4462,5019,"Mix","m","no",20
"136","subj.06","video_IP","head_IA",2,"normal","cube",1,1041,4462,5019,"Mix","m","no",20
"137","subj.06","video_IP","cube_human",3,"normal","cube",1,0,4699,4995,"Mix","m","no",20
"138","subj.06","video_IP","cube_up",3,"normal","cube",1,0,4699,4995,"Mix","m","no",20
"139","subj.06","video_IP","cube_low",3,"normal","cube",1,0,4699,4995,"Mix","m","no",20
"140","subj.06","video_IP","head_IA",3,"normal","cube",1,0,4699,4995,"Mix","m","no",20
"141","subj.06","video_IP","cube_human",4,"normal","cube",1,0,4486,4996,"Mix","m","no",20
"142","subj.06","video_IP","cube_up",4,"normal","cube",1,0,4486,4996,"Mix","m","no",20
"143","subj.06","video_IP","cube_low",4,"normal","cube",1,0,4486,4996,"Mix","m","no",20
"144","subj.06","video_IP","head_IA",4,"normal","cube",1,0,4486,4996,"Mix","m","no",20
"145","subj.06","video_IP","cube_human",1,"reversed","cube",2,317,4413,5019,"Mix","m","no",20
"146","subj.06","video_IP","cube_up",1,"reversed","cube",2,1020,4413,5019,"Mix","m","no",20
"147","subj.06","video_IP","cube_low",1,"reversed","cube",2,1217,4413,5019,"Mix","m","no",20
"148","subj.06","video_IP","head_IA",1,"reversed","cube",2,269,4413,5019,"Mix","m","no",20
"149","subj.06","video_IP","cube_human",2,"reversed","cube",2,0,4722,5019,"Mix","m","no",20
"150","subj.06","video_IP","cube_up",2,"reversed","cube",2,901,4722,5019,"Mix","m","no",20
"151","subj.06","video_IP","cube_low",2,"reversed","cube",2,315,4722,5019,"Mix","m","no",20
"152","subj.06","video_IP","head_IA",2,"reversed","cube",2,0,4722,5019,"Mix","m","no",20
"153","subj.06","video_IP","cube_human",3,"reversed","cube",2,0,4330,5019,"Mix","m","no",20
"154","subj.06","video_IP","cube_up",3,"reversed","cube",2,918,4330,5019,"Mix","m","no",20
"155","subj.06","video_IP","cube_low",3,"reversed","cube",2,1086,4330,5019,"Mix","m","no",20
"156","subj.06","video_IP","head_IA",3,"reversed","cube",2,0,4330,5019,"Mix","m","no",20
"157","subj.06","video_IP","cube_human",4,"reversed","cube",2,0,4428,5018,"Mix","m","no",20
"158","subj.06","video_IP","cube_up",4,"reversed","cube",2,949,4428,5018,"Mix","m","no",20
"159","subj.06","video_IP","cube_low",4,"reversed","cube",2,526,4428,5018,"Mix","m","no",20
"160","subj.06","video_IP","head_IA",4,"reversed","cube",2,0,4428,5018,"Mix","m","no",20
"161","subj.07","video_IP","cube_human",1,"normal","cube",1,3257,4545,5020,"Border Collie","f","no",14
"162","subj.07","video_IP","cube_up",1,"normal","cube",1,0,4545,5020,"Border Collie","f","no",14
"163","subj.07","video_IP","cube_low",1,"normal","cube",1,0,4545,5020,"Border Collie","f","no",14
"164","subj.07","video_IP","head_IA",1,"normal","cube",1,2791,4545,5020,"Border Collie","f","no",14
"165","subj.07","video_IP","cube_human",2,"normal","cube",1,182,4428,4996,"Border Collie","f","no",14
"166","subj.07","video_IP","cube_up",2,"normal","cube",1,0,4428,4996,"Border Collie","f","no",14
"167","subj.07","video_IP","cube_low",2,"normal","cube",1,0,4428,4996,"Border Collie","f","no",14
"168","subj.07","video_IP","head_IA",2,"normal","cube",1,0,4428,4996,"Border Collie","f","no",14
"169","subj.07","video_IP","cube_human",3,"normal","cube",1,0,3825,4996,"Border Collie","f","no",14
"170","subj.07","video_IP","cube_up",3,"normal","cube",1,0,3825,4996,"Border Collie","f","no",14
"171","subj.07","video_IP","cube_low",3,"normal","cube",1,0,3825,4996,"Border Collie","f","no",14
"172","subj.07","video_IP","head_IA",3,"normal","cube",1,354,3825,4996,"Border Collie","f","no",14
"173","subj.07","video_IP","cube_human",4,"normal","cube",1,0,3593,5020,"Border Collie","f","no",14
"174","subj.07","video_IP","cube_up",4,"normal","cube",1,0,3593,5020,"Border Collie","f","no",14
"175","subj.07","video_IP","cube_low",4,"normal","cube",1,0,3593,5020,"Border Collie","f","no",14
"176","subj.07","video_IP","head_IA",4,"normal","cube",1,0,3593,5020,"Border Collie","f","no",14
"177","subj.07","video_IP","cube_human",1,"reversed","cube",2,1538,4545,5021,"Border Collie","f","no",14
"178","subj.07","video_IP","cube_up",1,"reversed","cube",2,445,4545,5021,"Border Collie","f","no",14
"179","subj.07","video_IP","cube_low",1,"reversed","cube",2,999,4545,5021,"Border Collie","f","no",14
"180","subj.07","video_IP","head_IA",1,"reversed","cube",2,1337,4545,5021,"Border Collie","f","no",14
"181","subj.07","video_IP","cube_human",2,"reversed","cube",2,0,4735,5019,"Border Collie","f","no",14
"182","subj.07","video_IP","cube_up",2,"reversed","cube",2,358,4735,5019,"Border Collie","f","no",14
"183","subj.07","video_IP","cube_low",2,"reversed","cube",2,2455,4735,5019,"Border Collie","f","no",14
"184","subj.07","video_IP","head_IA",2,"reversed","cube",2,0,4735,5019,"Border Collie","f","no",14
"185","subj.07","video_IP","cube_human",3,"reversed","cube",2,534,4495,4996,"Border Collie","f","no",14
"186","subj.07","video_IP","cube_up",3,"reversed","cube",2,618,4495,4996,"Border Collie","f","no",14
"187","subj.07","video_IP","cube_low",3,"reversed","cube",2,1167,4495,4996,"Border Collie","f","no",14
"188","subj.07","video_IP","head_IA",3,"reversed","cube",2,534,4495,4996,"Border Collie","f","no",14
"189","subj.07","video_IP","cube_human",4,"reversed","cube",2,0,4755,5017,"Border Collie","f","no",14
"190","subj.07","video_IP","cube_up",4,"reversed","cube",2,761,4755,5017,"Border Collie","f","no",14
"191","subj.07","video_IP","cube_low",4,"reversed","cube",2,0,4755,5017,"Border Collie","f","no",14
"192","subj.07","video_IP","head_IA",4,"reversed","cube",2,0,4755,5017,"Border Collie","f","no",14
"193","subj.08","video_IP","cube_human",1,"normal","cube",1,2602,4502,5020,"Border Collie","m","yes",19
"194","subj.08","video_IP","cube_up",1,"normal","cube",1,0,4502,5020,"Border Collie","m","yes",19
"195","subj.08","video_IP","cube_low",1,"normal","cube",1,0,4502,5020,"Border Collie","m","yes",19
"196","subj.08","video_IP","head_IA",1,"normal","cube",1,2602,4502,5020,"Border Collie","m","yes",19
"197","subj.08","video_IP","cube_human",2,"normal","cube",1,2212,4356,5021,"Border Collie","m","yes",19
"198","subj.08","video_IP","cube_up",2,"normal","cube",1,164,4356,5021,"Border Collie","m","yes",19
"199","subj.08","video_IP","cube_low",2,"normal","cube",1,143,4356,5021,"Border Collie","m","yes",19
"200","subj.08","video_IP","head_IA",2,"normal","cube",1,2212,4356,5021,"Border Collie","m","yes",19
"201","subj.08","video_IP","cube_human",3,"normal","cube",1,2232,4593,5019,"Border Collie","m","yes",19
"202","subj.08","video_IP","cube_up",3,"normal","cube",1,270,4593,5019,"Border Collie","m","yes",19
"203","subj.08","video_IP","cube_low",3,"normal","cube",1,0,4593,5019,"Border Collie","m","yes",19
"204","subj.08","video_IP","head_IA",3,"normal","cube",1,2232,4593,5019,"Border Collie","m","yes",19
"205","subj.08","video_IP","cube_human",4,"normal","cube",1,2101,4567,5015,"Border Collie","m","yes",19
"206","subj.08","video_IP","cube_up",4,"normal","cube",1,278,4567,5015,"Border Collie","m","yes",19
"207","subj.08","video_IP","cube_low",4,"normal","cube",1,0,4567,5015,"Border Collie","m","yes",19
"208","subj.08","video_IP","head_IA",4,"normal","cube",1,2101,4567,5015,"Border Collie","m","yes",19
"209","subj.08","video_IP","cube_human",1,"reversed","cube",2,1340,4480,4997,"Border Collie","m","yes",19
"210","subj.08","video_IP","cube_up",1,"reversed","cube",2,285,4480,4997,"Border Collie","m","yes",19
"211","subj.08","video_IP","cube_low",1,"reversed","cube",2,0,4480,4997,"Border Collie","m","yes",19
"212","subj.08","video_IP","head_IA",1,"reversed","cube",2,1217,4480,4997,"Border Collie","m","yes",19
"213","subj.08","video_IP","cube_human",2,"reversed","cube",2,125,4517,5023,"Border Collie","m","yes",19
"214","subj.08","video_IP","cube_up",2,"reversed","cube",2,364,4517,5023,"Border Collie","m","yes",19
"215","subj.08","video_IP","cube_low",2,"reversed","cube",2,577,4517,5023,"Border Collie","m","yes",19
"216","subj.08","video_IP","head_IA",2,"reversed","cube",2,0,4517,5023,"Border Collie","m","yes",19
"217","subj.08","video_IP","cube_human",3,"reversed","cube",2,1222,4444,5020,"Border Collie","m","yes",19
"218","subj.08","video_IP","cube_up",3,"reversed","cube",2,1349,4444,5020,"Border Collie","m","yes",19
"219","subj.08","video_IP","cube_low",3,"reversed","cube",2,0,4444,5020,"Border Collie","m","yes",19
"220","subj.08","video_IP","head_IA",3,"reversed","cube",2,1033,4444,5020,"Border Collie","m","yes",19
"221","subj.08","video_IP","cube_human",4,"reversed","cube",2,0,4562,5020,"Border Collie","m","yes",19
"222","subj.08","video_IP","cube_up",4,"reversed","cube",2,929,4562,5020,"Border Collie","m","yes",19
"223","subj.08","video_IP","cube_low",4,"reversed","cube",2,695,4562,5020,"Border Collie","m","yes",19
"224","subj.08","video_IP","head_IA",4,"reversed","cube",2,0,4562,5020,"Border Collie","m","yes",19
"225","subj.09","video_IP","cube_human",1,"normal","cube",1,0,4437,5020,"Border Collie","f","no",25
"226","subj.09","video_IP","cube_up",1,"normal","cube",1,0,4437,5020,"Border Collie","f","no",25
"227","subj.09","video_IP","cube_low",1,"normal","cube",1,251,4437,5020,"Border Collie","f","no",25
"228","subj.09","video_IP","head_IA",1,"normal","cube",1,0,4437,5020,"Border Collie","f","no",25
"229","subj.09","video_IP","cube_human",2,"normal","cube",1,560,4507,5022,"Border Collie","f","no",25
"230","subj.09","video_IP","cube_up",2,"normal","cube",1,177,4507,5022,"Border Collie","f","no",25
"231","subj.09","video_IP","cube_low",2,"normal","cube",1,2443,4507,5022,"Border Collie","f","no",25
"232","subj.09","video_IP","head_IA",2,"normal","cube",1,0,4507,5022,"Border Collie","f","no",25
"233","subj.09","video_IP","cube_human",3,"normal","cube",1,527,4205,5019,"Border Collie","f","no",25
"234","subj.09","video_IP","cube_up",3,"normal","cube",1,0,4205,5019,"Border Collie","f","no",25
"235","subj.09","video_IP","cube_low",3,"normal","cube",1,1057,4205,5019,"Border Collie","f","no",25
"236","subj.09","video_IP","head_IA",3,"normal","cube",1,0,4205,5019,"Border Collie","f","no",25
"237","subj.09","video_IP","cube_human",4,"normal","cube",1,751,4756,5019,"Border Collie","f","no",25
